種別,機種名,シリーズ名,キャリア,初期設定方法を見る,製品画像URL,"4Gデータ通信
（楽天回線／KDDI回線）",5Gデータ通信,"通話
（楽天回線／KDDI回線）","SMS
（楽天回線)","SMS
（KDDI回線)",SMS,確認SIMタイプ,"APN自動設定
海外／国内",接続先回線切替,ETWS,"緊急呼時の高精度な位置情報測位
",デュアルSIM,確認済OS/SWバージョン,特記コメント,Rakuten Link動作確認結果,非公式スマホ,動作確認済モデル番号,備考,記載日,対応製品,AIチャット非表示製品
Androidスマートフォン,moto g100,Motorola,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11　/　RRT31.Q1-20-43-1,,,,,,2021/6/18,,
Androidスマートフォン,moto x play,Motorola,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android  7.1.1　/ NPD26.48-24-1,,,,,,2020/8/3,,
Androidスマートフォン,moto x4,Motorola,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android  9　/ PPW29.69-40-4,,,,,,2020/7/6,,
Androidスマートフォン,moto z3 play,Motorola,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 9　/ PPWS29.131-27-1-25,,,,,,2020/6/29,,
Androidスマートフォン,OPPO Find X2 Pro,OPPO,au,,,〇,×,〇,〇,〇,〇,nano,一部〇の可能性あり,△,△,△,,Android 10　/ OPG01_11_A.23,,,,,,2021/2/15,,
Androidスマートフォン,OPPO Reno7 A OPG04,OPPO,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / OPG04_11_A.09,,,,,,2022/10/7,,
Androidスマートフォン,OPPO Reno3 5G,OPPO,ソフトバンク,,,〇,×,〇,〇,〇,〇,nano,一部〇の可能性あり,△,△,△,,Android 10　/ A001OP_11_B.04,,,,,,2021/2/26,,
Androidスマートフォン,OPPO Reno10 Pro 5G,OPPO,ソフトバンク,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / A302OP_13.1.1.501(EX01),,,,,,2023/12/11,,
Androidスマートフォン,OPPO A55s 5G A102OP,OPPO,ソフトバンク,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / A102OP_11_A.02,,,,,,2022/3/29,,
Androidスマートフォン,OPPO A79 5G A303OP,OPPO,ワイモバイル,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / A303OP_13.1.1.621(EX01),,,,,,2024/4/3,,
Androidスマートフォン,OPPO Reno3 A,OPPO,ワイモバイル,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 10　/ A002OP_11_B.03,,,,,,2021/2/5,,
Androidスマートフォン,OPPO Reno7 A A201OP,OPPO,ワイモバイル,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / A201OP_11_A.11,,,,,,2022/10/7,,
Androidスマートフォン,OPPO Reno9 A A301OP,OPPO,ワイモバイル,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / A301OP_13.1.0.524(EX01),,,,,,2023/9/11,,
Androidスマートフォン,AX7,OPPO,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ax7/,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,,CPH1903EX_11_A.17,,,,,楽天モバイル（ドコモ回線／au回線）と同じ,2020/5/13,〇,
Androidスマートフォン,Find X,OPPO,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/findx/,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,,CPH1875EX_11_C.18,,,,,楽天モバイル（ドコモ回線／au回線）と同じ,2020/5/13,〇,
Androidスマートフォン,Find X3 Pro,OPPO,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 11 / CPH2173_11_A.22,楽天回線対応デバイスです。,,,,,2021/10/22,〇,
Androidスマートフォン,OPPO A54 5G,OPPO,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano,〇,〇,〇,〇,,Android 11 /  CPH2303_11_A.02,,,,,,2021/8/27,〇,
Androidスマートフォン,OPPO A55s 5G,OPPO,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM x 2 または nanoSIM/eSIM,Android11 / CPH2309_11_A.09,楽天回線対応デバイスです。,,,,,2021/12/8,〇,
Androidスマートフォン,OPPO A5 2020,OPPO,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,〇,△,一部〇の可能性あり,一部〇の可能性あり,,CPH1943EX_11_A.37,,,,,"APN 自動設定 : MVNO SIMは非対応
ETWS : K網の動作を未確認
緊急呼測位 : K網の動作を未確認",2020/5/13,,
Androidスマートフォン,OPPO A73,OPPO,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 10 / CPH2099_11_A.27,Rakutenモデル発売に合わせて更新お願いします,,,,,2020/11/25,〇,
Androidスマートフォン,OPPO A77,OPPO,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,,Android 12 / CPH2385_11_A.30,楽天回線対応デバイスです。,,,,,2023/4/4,〇,
Androidスマートフォン,OPPO A79 5G,OPPO,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM x 2 または nanoSIM/eSIM,Android 13 / CPH2557_13.1.1.544(EX01),楽天回線対応デバイスです。,,,,,2024/2/15,〇,
Androidスマートフォン,OPPO R11s,OPPO,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 7.1.1 / CPH1719EX_11_A.25_200308,,,,,,2020/6/22,,
Androidスマートフォン,OPPO R15 Neo,OPPO,その他（SIMフリースマホ）,,,〇,-,×,〇,×,×,nano,一部〇の可能性あり,△,△,△,,Android 8.1.0 / CPH1851EX_11_A.18,,,,,"APN 自動設定 : 海外動作未確認,国内○",2020/6/22,,
Androidスマートフォン,OPPO R15 Pro,OPPO,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 9 / CPH1833EX_11_C.36,,,,,,2020/6/22,,
Androidスマートフォン,OPPO R17 Neo,OPPO,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 8.1,,,,,,2020/4/22,,
Androidスマートフォン,OPPO Reno A 64GB,OPPO,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,〇,△,一部〇の可能性あり,一部〇の可能性あり,,CPH1983EX_11_A.17,,,,,"APN 自動設定 : MVNO SIMは非対応
ETWS : K網の動作を未確認
緊急呼測位 : K網の動作を未確認",2020/5/13,,
Androidスマートフォン,OPPO Reno3 A,OPPO,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,△,,CPH2013_11_A.23,,,,,"APN 自動設定 : MVNO SIMは非対応
ETWS : K網の動作を未確認
緊急呼測位 : K網の動作を未確認",2021/2/19,,
Androidスマートフォン,OPPO Reno5 A,OPPO,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM x 2 または nanoSIM/eSIM,Android 11 / CPH2199_11_A.06,楽天回線対応デバイスです。,,,,,2021/8/27,〇,
Androidスマートフォン,OPPO Reno7 A,OPPO,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM x 2 または nanoSIM/eSIM,Android 11 / CHP2353_11_A.08,楽天回線対応デバイスです。,,,,,2022/9/29,〇,
Androidスマートフォン,OPPO Reno9 A,OPPO,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM x 2 または nanoSIM/eSIM,Android 13 / CPH2523_13.1.0.523(EX01),楽天回線対応デバイスです。,,,,,2022/6/22,〇,
Androidスマートフォン,OPPO Reno10 Pro 5G,OPPO,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM x 2 または nanoSIM/eSIM,Android 13 / CPH2541_13.1.1.146(EX01),楽天回線対応デバイスです。,,,,,2023/10/6,〇,
Androidスマートフォン,R17 Pro,OPPO,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/r17pro/,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,,CPH1877EX_11_C.26,,,,,楽天モバイル（ドコモ回線／au回線）と同じ,2020/5/13,〇,
Androidスマートフォン,Reno 10x Zoom,OPPO,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/reno-10x-zoom/,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,,CPH1191EX_11_A.18,,,,,楽天モバイル（ドコモ回線／au回線）と同じ,2020/5/13,〇,
Androidスマートフォン,Mi 10 Lite 5G XIG01,Xiaomi,au,,,〇,×,×,〇,×,×,nano,一部〇の可能性あり,△,△,△,,Android 10 / 11.0.7.0(QJIJPKD),,,,,,2021/2/26,,
Androidスマートフォン,Redmi 12 5G XIG03,Xiaomi,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 14.0.5.0(TMWJPKD),,,,,,2023/12/11,,
Androidスマートフォン,Redmi Note 10 JE,Xiaomi,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 (MIUI 12.5.8) / RKQ1.210327.001,,,,,,2021/12/8,,
Androidスマートフォン,Xiaomi 13T XIG04,Xiaomi,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 14.0.7.0（TMFJPKD）,,,,,,2024/3/7,,
Androidスマートフォン,Redmi Note 10T A101XM,Xiaomi,ソフトバンク,,,×(楽天回線のみ○),〇,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 11 / 13.0.2.0(RKNJPSB),,,,,,2022/6/30,,
Androidスマートフォン,Xiaomi 12T Pro,Xiaomi,ソフトバンク,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / 13.0.5.0(SFJPSB),,,,,,2023/4/4,,
Androidスマートフォン,Xiaomi 13T Pro A301XM,Xiaomi,ソフトバンク,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 14.0.6.0(TMLJPSB),,,,,,2024/3/7,,
Androidスマートフォン,Redmi 9T,Xiaomi,ワイモバイル,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 (MIUI 12.5.4) / RKQ1.201004.002,,,,,,2022/1/12,,
Androidスマートフォン,Mi 11 Lite 5G,Xiaomi,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano,〇,〇,〇,〇,nanoSIM x 2,Android 12 / MIUI Global 13.0.3 安定版 13.0.3.0(SKIJPXM),楽天回線対応デバイスです。,,,,,2022/6/30,〇,
Androidスマートフォン,Mi Note 10,Xiaomi,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,△,,MIUI 12 based on Android 11 / V12.1.3.0.RFDMIXM,,,,,"APN 自動設定 : 海外✗,国内○",2022/11/4,,
Androidスマートフォン,Mi Note 10 Lite,Xiaomi,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,nanoSIM x 2,MIUI 12 based on Android 11 / V 12.1.4.0.RFNMIXM ,,,,MI NOTE 10 LITE 6+128 WH / PL,,2021/4/30,〇,
Androidスマートフォン,Mi Note 10 Pro,Xiaomi,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,△,,MIUI 12 based on Android 11 / V12.1.3.0.RFDMIXM,,,,,,2022/11/4,,
Androidスマートフォン,POCO F4 GT,Xiaomi,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano,〇,〇,〇,〇,nanoSIM x 2,Android 12 / V13.0.10.0.SLJMIXM,楽天回線対応デバイスです。,,,,,2023/1/20,〇,
Androidスマートフォン,Redmi Note 9S,Xiaomi,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,△,,MIUI 11 based on Android 10 / 11.0.11.0.QJWMIXM,,,,,,2022/11/4,,
Androidスマートフォン,Redmi 9T,Xiaomi,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,〇,〇,△,△,,12.0.2.0.QJQMIXM,,,,,,2021/5/7,,
Androidスマートフォン,Redmi 12C,Xiaomi,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / 13.0.7.0(SCVMIXM)(MIUIバージョン),,,,,,2023/7/6,,
Androidスマートフォン,Redmi Note 10 Pro,Xiaomi,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / 12.5.6.0(RKFMIXM),,,,,,2021/8/27,,
Androidスマートフォン,Redmi Note 10T,Xiaomi,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 12 / V13.0.2.0.SKNJPX​M,※動作確認は現時点ではnanoSIMで実施しております。,,,,,2022/12/7,〇,
Androidスマートフォン,Xiaomi 11T,Xiaomi,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 (MIUI 12.5.3) / RP1A.200720.011,,,,,,2021/12/8,,
Androidスマートフォン,Xiaomi 11T Pro,Xiaomi,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano,〇,〇,〇,〇,nanoSIM x 2,Android 12 / MIUI Global 13.0.5 安定版 13.0.5.0(SKDJPXM),楽天回線対応デバイスです。,,,,,2022/9/16,〇,
Androidスマートフォン,Redmi Note 11,Xiaomi,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,nanoSIM x 2,Android 11 / MIUI Global 13.0.9 安定版 13.0.9.0(RGCMIXM),,,,,,2022/6/16,〇,
Androidスマートフォン,Redmi Note 11 Pro 5G,Xiaomi,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 12 / V13.0.1.0.SKCJPXM,楽天回線対応デバイスです。,,,,,2022/12/28,〇,
Androidスマートフォン,Xiaomi 12T Pro,Xiaomi,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,△,,Android 12 / V13.0.2.0.SLFJPXM,,,,,,2023/1/20,,
Androidスマートフォン,Xperia 1 SO-03L,Sony,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android　10　/　55.1.D.0.259,,,,,データ通信・通話：楽天回線のみ〇,2020/5/25,,
Androidスマートフォン,Xperia 1 II SO-51A,Sony,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　10　/　58.0.B.8.107,,,,,データ通信・通話：楽天回線のみ〇,2021/2/15,,
Androidスマートフォン,Xperia 1 III,Sony,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　11　/ 61.0.C.5.141,,,,,データ通信・通話：楽天回線のみ〇,2021/11/18,,
Androidスマートフォン,Xperia 1 IV SO-51C,Sony,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / 64.0.C.11.8 release-keys,,,,,,2022/10/7,,
Androidスマートフォン,Xperia 1 V SO-51D,Sony,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 67.0.B.4.23 ,,,,,,2023/9/11,,
Androidスマートフォン,Xperia 5 SO-01M,Sony,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android　10　/　55.1.D.0.259,,,,,データ通信・通話：楽天回線のみ〇,2020/6/1,,
Androidスマートフォン,Xperia 5 II SO-52A,Sony,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　11　/　58.0.B.2.21,,,,,データ通信・通話：楽天回線のみ〇,2021/2/26,,
Androidスマートフォン,Xperia 5 III SO-53B,Sony,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 11 /  61.0.C.6.420 release-keys,,,,,データ通信・通話：楽天回線のみ〇,2022/3/29,,
Androidスマートフォン,Xperia 5 IV SO-54C,Sony,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / 64.0.J.3.1 release-keys,,,,,,2022/12/14,,
Androidスマートフォン,Xperia 5 V SO-53D,Sony,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 67.0.B.6.64 release-keys,,,,,,2023/12/29,,
Androidスマートフォン,Xperia 10 II SO-41A,Sony,NTTドコモ,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　10　/　59.0.B.2.438,,,,,データ通信・通話：楽天回線のみ〇,2021/2/5,,
Androidスマートフォン,Xperia 10 III,Sony,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　11　/　62.0.B.3.26,,,,,データ通信・通話：楽天回線のみ〇,2021/11/18,,
Androidスマートフォン,Xperia 10 IV SO-52C,Sony,NTTドコモ,,,〇,×,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 /  65.0.B.0.752 release-keys,,,,,,2022/10/7,,
Androidスマートフォン,Xperia 10 V SO-52D,Sony,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 68.0.B.0.486,,,,,,2023/9/11,,
Androidスマートフォン,Xperia Ace SO-02L,Sony,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android 9 / 53.0.B.2.173,,,,,データ通信・通話：楽天回線のみ〇,2020/5/25,,
Androidスマートフォン,Xperia Ace II,Sony,NTTドコモ,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 11 / 60.1.A.2.88,,,,,,2021/9/30,,
Androidスマートフォン,Xperia Ace III SO-53C,Sony,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 12 / 63.0.B.2.299 release-keys,,,,,データ通信・通話：楽天回線のみ〇,2022/10/7,,
Androidスマートフォン,Xperia X Compact SO-02J,Sony,NTTドコモ,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　8.0.0　/　34.4.B.1.135,,,,,データ通信・通話：楽天回線のみ〇,2020/7/20,,
Androidスマートフォン,Xperia X Performance SO-04H,Sony,NTTドコモ,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　8.0.0　/　41.3.B.1.82,,,,,データ通信：楽天回線のみ〇,2020/8/3,,
Androidスマートフォン,Xperia X Performance SOV33,Sony,NTTドコモ,,,×,-,×,×,×,×,nano,△,△,△,△,,Android　8.0.0　/　41.3.C.1.89,,,,,,2020/8/3,,
Androidスマートフォン,Xperia XZ Premium SO-04J,Sony,NTTドコモ,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　9　/　47.2.B.3.39,,,,,データ通信・通話：楽天回線のみ〇,2020/7/13,,
Androidスマートフォン,Xperia XZ SO-01J,Sony,NTTドコモ,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　8.0.0　/　41.3.B.2.2,,,,,データ通信・通話：楽天回線のみ〇,2020/7/20,,
Androidスマートフォン,Xperia XZ1 Compact SO-02K,Sony,NTTドコモ,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　9　/　47.2.B.5.38,,,,,データ通信・通話：楽天回線のみ〇,2020/7/6,,
Androidスマートフォン,Xperia XZ1 SO-01K,Sony,NTTドコモ,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　9　/　47.2.B.5.38,,,,,データ通信・通話：楽天回線のみ〇,2020/7/6,,
Androidスマートフォン,Xperia XZ2 Compact SO-05K,Sony,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android　10　/　52.1.B.0.232,,,,,データ通信・通話：楽天回線のみ〇,2020/6/1,,
Androidスマートフォン,Xperia XZ2 Premium SO-04K,Sony,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android　10　/　52.1.B.0.232,,,,,データ通信・通話：楽天回線のみ〇,2020/6/1,,
Androidスマートフォン,Xperia XZ2 SO-03K,Sony,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android　10　/　52.1.B.0.232,,,,,データ通信・通話：楽天回線のみ〇,2020/6/1,,
Androidスマートフォン,Xperia XZ3 SO-01L,Sony,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android　10　/　52.1.B.0.239,,,,,データ通信・通話：楽天回線のみ〇,2020/6/1,,
Androidスマートフォン,Xperia XZs SO-03J,Sony,NTTドコモ,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　8.0.0　/　41.3.B.1.197,,,,,データ通信・通話：楽天回線のみ〇,2020/7/13,,
Androidスマートフォン,Xperia 1 II SOG01,Sony,au,,,〇,×,〇,〇,〇,〇,nano,一部〇の可能性あり,△,△,△,,Android　11　/　58.1.C.0.372,,,,,,2021/2/19,,
Androidスマートフォン,Xperia 1 III,Sony,au,,,〇,×,〇,〇,〇,〇,nano,△,△,△,△,,Android　11　/ 61.0.D.2.135,,,,,,2021/11/18,,
Androidスマートフォン,Xperia 1 IV SOG06,Sony,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / 64.0.D.10.8 release-keys,,,,,,2022/10/7,,
Androidスマートフォン,Xperia 1 V SOG10,Sony,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 67.0.C.4.22 ,,,,,,2023/9/11,,
Androidスマートフォン,Xperia 5 SOV41,Sony,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　55.1.C.0.249,,,,,,2020/5/25,,
Androidスマートフォン,Xperia 5 II SOG02,Sony,au,,,〇,×,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　58.0.C.11.160,,,,,,2021/2/15,,
Androidスマートフォン,Xperia 5 III SOG05,Sony,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android　11　/　61.0.D.3.370 release-keys,,,,,,2022/3/29,,
Androidスマートフォン,Xperia 5 IV SOG09,Sony,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / 64.0.K.3.1 release-keys,,,,,,2022/12/14,,
Androidスマートフォン,Xperia 5 V SOG12,Sony,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 67.0.C.6.58 release-keys,,,,,,2023/12/29,,
Androidスマートフォン,Xperia 8 SOV42,Sony,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　56.1.C.0.245,,,,,,2020/6/8,,
Androidスマートフォン,Xperia 10 II SOV43,Sony,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　59.0.C.0.550,,,,,,2021/2/5,,
Androidスマートフォン,Xperia 10 III,Sony,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android　11　/ 62.0.C.1.59,,,,,,2021/11/18,,
Androidスマートフォン,Xperia 10 IV SOG07,Sony,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 /  65.0.C.0.697 release-keys,,,,,,2022/10/7,,
Androidスマートフォン,Xperia 10 V SOG11,Sony,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 68.0.C.0.440 ,,,,,,2023/9/11,,
Androidスマートフォン,Xperia Ace III SOG08,Sony,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / 63.0.C.2.299 release-keys,,,,,,2022/10/7,,
Androidスマートフォン,Xperia XZ SOV34,Sony,au,,,〇,-,〇,×,×,×,nano,△,△,△,△,,Android　8.0.0　/　41.3.C.1.147,,,,,データ通信・通話：楽天回線のみ〇,2020/7/20,,
Androidスマートフォン,Xperia XZ1 SOV36,Sony,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　9　/　47.2.C.1.126,,,,,データ通信・通話：楽天回線のみ〇,2020/7/6,,
Androidスマートフォン,Xperia XZ2 Premium SOV38,Sony,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　52.1.C.0.192,,,,,,2020/5/25,,
Androidスマートフォン,Xperia XZ2 SOV37,Sony,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　52.1.C.0.192,,,,,,2020/5/25,,
Androidスマートフォン,Xperia XZ3 SOV39,Sony,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　52.1.C.0.192,,,,,,2020/5/25,,
Androidスマートフォン,Xperia XZs SOV35,Sony,au,,,〇,-,〇,×,×,×,nano,△,△,△,△,,Android　8.0.0　/　41.3.C.1.203,,,,,データ通信・通話：楽天回線のみ〇,2020/7/20,,
